antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"[""POPPY'S PLAYHOUSE KITCHEN""]","[""POPPY'S PLAYHOUSE BEDROOM ""]",0.01608294930875576,0.014700460829493087,0.011751152073732719,0.7306590257879656,49.7031374909055,1.0,0.011514725307396632,3.6581865869202863,0.9958975150174351,0.6174334140435835,0.726640515392117,0.7650160332701583
['SET/6 RED SPOTTY PAPER PLATES'],['SET/6 RED SPOTTY PAPER CUPS'],0.014976958525345621,0.013133640552995391,0.01087557603686636,0.7261538461538463,55.28960863697707,1.0,0.010678874047017351,3.603725469890749,0.9968430964416692,0.6310160427807487,0.7225093841484224,0.7771120107962215
['GARDENERS KNEELING PAD CUP OF TEA '],['GARDENERS KNEELING PAD KEEP CALM '],0.0295852534562212,0.03534562211981567,0.021474654377880185,0.7258566978193146,20.535971763597296,1.0,0.02042894518889762,3.5187960829493083,0.9803076073970236,0.49416755037115584,0.7158118923555691,0.6667093137075712
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.014285714285714285,0.061244239631336406,0.010368663594470046,0.7258064516129032,11.851015801354402,1.0,0.009493745885450955,3.423697478991597,0.9288888888888889,0.1591230551626591,0.707918118894507,0.4475533386732688
['PAINTED METAL PEARS ASSORTED'],['ASSORTED COLOUR BIRD ORNAMENT'],0.01631336405529954,0.06382488479262673,0.011797235023041475,0.7231638418079096,11.330437088253891,1.0,0.010756036441631804,3.381693783504185,0.9268623951794247,0.17262306136210384,0.7042901977470657,0.4540006934671317
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['PINK REGENCY TEACUP AND SAUCER'],0.017649769585253456,0.027235023041474654,0.012626728110599079,0.7154046997389034,26.267820616470736,1.0,0.012146036229267982,3.418064093349681,0.9792134991126303,0.39142857142857146,0.7074367324048607,0.5895128405631911
"['ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER']",['PINK REGENCY TEACUP AND SAUCER'],0.025668202764976958,0.027235023041474654,0.018294930875576036,0.7127468581687613,26.17023150974978,1.0,0.017595856781838646,3.386438076036867,0.9871264059979716,0.5286284953395473,0.7047044778180928,0.6922448334837038
['BAKING SET SPACEBOY DESIGN'],['BAKING SET 9 PIECE RETROSPOT '],0.02023041474654378,0.040599078341013825,0.014377880184331797,0.7107061503416856,17.505474985714617,1.0,0.013556543991165664,3.3163543669944477,0.962343625441551,0.3095238095238095,0.6984640694756991,0.5324245848189699
['SET/6 RED SPOTTY PAPER PLATES'],['SET/20 RED RETROSPOT PAPER NAPKINS '],0.014976958525345621,0.03382488479262673,0.010552995391705068,0.7046153846153846,20.83127226996437,1.0,0.010046401495041305,3.270905337941629,0.9664700324318805,0.2759036144578313,0.6942742462154845,0.5083022427164117
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.016682027649769584,0.061244239631336406,0.011751152073732719,0.7044198895027625,11.501814599104549,1.0,0.01072947397481365,3.175977432275292,0.9285472479365726,0.17757660167130918,0.685136301713708,0.448146739333774
['WOODEN HEART CHRISTMAS SCANDINAVIAN'],['WOODEN STAR CHRISTMAS SCANDINAVIAN'],0.02142857142857143,0.020092165898617512,0.014746543778801843,0.6881720430107526,34.25076452599388,1.0,0.01431599736668861,3.1424630541871914,0.9920620437956205,0.5507745266781411,0.6817782794080762,0.7110584985695965
['ALARM CLOCK BAKELIKE CHOCOLATE'],['ALARM CLOCK BAKELIKE RED '],0.01543778801843318,0.041797235023041474,0.010599078341013824,0.6865671641791045,16.426138327107573,1.0,0.009953821486971479,3.057123107307439,0.9538467017368919,0.22727272727272727,0.672895083089817,0.47007520281722587
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.017050691244239632,0.061244239631336406,0.011658986175115207,0.6837837837837837,11.164866898501208,1.0,0.010614729554673064,2.968714797747055,0.9262261210527584,0.17496542185338865,0.6631539005501991,0.4370762410265796
['REGENCY TEA PLATE ROSES '],['REGENCY TEA PLATE GREEN '],0.01566820276497696,0.012672811059907835,0.010691244239631336,0.6823529411764705,53.84385026737967,1.0,0.010492684066342458,3.108252261478067,0.9970497546170735,0.6057441253263707,0.6782757910632163,0.7629946524064171
['SET OF 12 MINI LOAF BAKING CASES'],['SET OF 12 FAIRY CAKE BAKING CASES'],0.016774193548387096,0.02165898617511521,0.011382488479262673,0.6785714285714286,31.329787234042552,1.0,0.011019176453099449,3.0437275985663086,0.984597320071833,0.42078364565587734,0.6714554875176637,0.6020516717325228
['DOLLY GIRL LUNCH BOX'],['SPACEBOY LUNCH BOX '],0.02880184331797235,0.0328110599078341,0.019539170506912444,0.6784,20.675955056179774,1.0,0.018594151500350403,3.007428296306486,0.9798563083327738,0.4644030668127054,0.6674899942824472,0.636952808988764
['ALARM CLOCK BAKELIKE ORANGE'],['ALARM CLOCK BAKELIKE RED '],0.017327188940092168,0.041797235023041474,0.011705069124423963,0.675531914893617,16.162119683783338,1.0,0.010980840536006285,2.9531495051748884,0.9546686517871255,0.2468415937803693,0.6613784712735771,0.4777880081634568
['PINK REGENCY TEACUP AND SAUCER'],"['ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER']",0.027235023041474654,0.025668202764976958,0.018294930875576036,0.6717428087986463,26.170231509749776,1.0,0.017595856781838646,2.968196351370611,0.9887163580470469,0.5286284953395473,0.6630950646043904,0.6922448334837038
['SET OF 6 TEA TIME BAKING CASES'],['SET OF 12 FAIRY CAKE BAKING CASES'],0.014976958525345621,0.02165898617511521,0.01,0.6676923076923077,30.82749590834697,1.0,0.009675614262354266,2.9440817545656257,0.9822728865173687,0.3754325259515571,0.6603355194028769,0.564697217675941
['ROSES REGENCY TEACUP AND SAUCER '],['GREEN REGENCY TEACUP AND SAUCER'],0.038525345622119817,0.033778801843317975,0.025668202764976958,0.666267942583732,19.724439773624805,1.0,0.024366862749262034,2.8952004360537136,0.9873390534304061,0.5503952569169961,0.6546007704519953,0.7130794010326572
"['ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK']",['ALARM CLOCK BAKELIKE GREEN'],0.018571428571428572,0.03728110599078341,0.012350230414746545,0.6650124069478909,17.837786441000286,1.0,0.011657867017774853,2.8738941798941804,0.9618012557300832,0.2838983050847458,0.6520400761461506,0.49814279185466237
['RED HANGING HEART T-LIGHT HOLDER'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.031889400921658984,0.09276497695852534,0.02119815668202765,0.6647398843930636,7.165849722468694,1.0,0.018239937140308776,2.706063085968537,0.8887922613331567,0.20489977728285078,0.6304594651968041,0.4466272695686133
['JUMBO BAG PEARS'],['JUMBO BAG APPLES'],0.02193548387096774,0.034055299539170504,0.014562211981566821,0.6638655462184875,19.493751492477916,1.0,0.013815192507804372,2.8736854838709682,0.9699784576333457,0.35150166852057846,0.6520148062087294,0.545735208833195
['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE RED '],0.03728110599078341,0.041797235023041474,0.02470046082949309,0.6625463535228678,15.851439770062,1.0,0.023142213680477395,2.839509292550768,0.9731960738645578,0.45423728813559333,0.6478264738828564,0.6267527798485343
['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE RED '],0.022119815668202765,0.041797235023041474,0.014654377880184331,0.6625,15.850330760749724,1.0,0.013729830746034104,2.8391193036354325,0.9581028933188696,0.29747427502338636,0.6477780983984995,0.506553197353914
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.02152073732718894,0.061244239631336406,0.01423963133640553,0.6616702355460385,10.8037954186223,1.0,0.012921610142496124,2.7746768360263663,0.9273982292630222,0.2078009414929388,0.6395976688110077,0.44708793944344816
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.016221198156682028,0.061244239631336406,0.010691244239631336,0.6590909090909091,10.76168000547233,1.0,0.00969778929261611,2.7536835637480794,0.9220342049323849,0.1601104209799862,0.6368500676094805,0.4168291264792393
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.01990783410138249,0.061244239631336406,0.012995391705069125,0.6527777777777778,10.658598779366274,1.0,0.011776151542823165,2.7036165898617512,0.9245855325551523,0.1906693711967546,0.6301250688615079,0.43248369701529976
['CHARLOTTE BAG PINK POLKADOT'],['RED RETROSPOT CHARLOTTE BAG'],0.023225806451612905,0.0347926267281106,0.015023041474654377,0.6468253968253967,18.590875643855775,1.0,0.014214954660324066,2.7329467198260233,0.9687092251460803,0.3494105037513397,0.6340945863504946,0.5393067381477977
['GREEN REGENCY TEACUP AND SAUCER'],['PINK REGENCY TEACUP AND SAUCER'],0.033778801843317975,0.027235023041474654,0.021705069124423965,0.6425648021828103,23.593326916018587,1.0,0.020785102677907792,2.721514229429767,0.9910930704270192,0.552168815943728,0.6325574971513092,0.7197595584518113
['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE RED '],0.028986175115207374,0.041797235023041474,0.018571428571428572,0.6406995230524642,15.328753748884758,1.0,0.017359886597719212,2.666856368011093,0.9626671634705916,0.3556928508384819,0.625026674853964,0.5425107317577647
['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"[""PAPER CHAIN KIT 50'S CHRISTMAS ""]",0.03267281105990783,0.0456221198156682,0.020921658986175116,0.6403385049365304,14.035702582952233,1.0,0.019431056085285312,2.6535447727478094,0.9601230399350928,0.3646586345381526,0.6231456087456644,0.5494621817611945
"['LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE']",['LUNCH BAG RED RETROSPOT'],0.017004608294930876,0.061244239631336406,0.010829493087557604,0.6368563685636857,10.398632955479291,1.0,0.009788058782305847,2.5850811610152005,0.9194687184868293,0.16062884483937118,0.6131649500678406,0.4068405243871852
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.018847926267281104,0.061244239631336406,0.011981566820276499,0.6356968215158925,10.379699794503285,1.0,0.010827239907409374,2.5768530603408286,0.921017367396119,0.1759133964817321,0.6119297544006119,0.4156663189596016
['JUMBO BAG STRAWBERRY'],['JUMBO BAG RED RETROSPOT'],0.03073732718894009,0.07571428571428572,0.019447004608294932,0.6326836581709147,8.356199258861137,1.0,0.01711974983541804,2.5163206997084555,0.9082454044794875,0.22351694915254236,0.6025943751462755,0.44476544442325405
['JUMBO BAG VINTAGE CHRISTMAS '],"[""JUMBO BAG 50'S CHRISTMAS ""]",0.01806451612903226,0.027327188940092166,0.011382488479262673,0.6301020408163265,23.057696940496264,1.0,0.010888836033893266,2.6295706340378198,0.9742295190113158,0.3346883468834688,0.6197097780695638,0.5233140895481295
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']","['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER']",0.017649769585253456,0.02078341013824885,0.011105990783410138,0.6292428198433421,30.276206631043287,1.0,0.010739168383274225,2.6411264360355684,0.9843442116698398,0.4064080944350759,0.6213736736129005,0.5818054453983894
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",['PINK REGENCY TEACUP AND SAUCER'],0.01990783410138249,0.027235023041474654,0.01248847926267281,0.6273148148148148,23.033386601491507,1.0,0.011946288942215805,2.610151987863869,0.9760151071512597,0.36037234042553196,0.6168805477038931,0.542929827035157
['JUMBO BAG PINK POLKADOT'],['JUMBO BAG RED RETROSPOT'],0.04073732718894009,0.07571428571428572,0.02552995391705069,0.6266968325791855,8.27712797746094,1.0,0.02244555628703094,2.475965367965368,0.9165217952311051,0.2807906741003548,0.5961171295292579,0.4819424515908709
['FELTCRAFT PRINCESS LOLA DOLL'],['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.017511520737327188,0.01847926267281106,0.01096774193548387,0.6263157894736843,33.89289933062082,1.0,0.010644141943978423,2.626604790030506,0.9877930534315039,0.43830570902394106,0.6192803714530705,0.6099159994749968
['SMALL DOLLY MIX DESIGN ORANGE BOWL'],['SMALL MARSHMALLOWS PINK BOWL'],0.016682027649769584,0.013317972350230415,0.010414746543778802,0.6243093922651934,46.87721042268061,1.0,0.010192575760793392,2.626315397126593,0.9952708077408952,0.531764705882353,0.619238420071678,0.7031581563402092
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE']",['LUNCH BAG RED RETROSPOT'],0.019585253456221197,0.061244239631336406,0.012119815668202765,0.6188235294117648,10.104191563758688,1.0,0.010920331712289495,2.4627851738066795,0.9190306193116575,0.17639168343393696,0.5939556520659416,0.4083583410790953
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.018940092165898616,0.061244239631336406,0.011705069124423963,0.6180048661800487,10.090824376303278,1.0,0.01054509758117607,2.4575071179077757,0.9182926157199959,0.17092866756393,0.5930835794073466,0.40456300494856456
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.016682027649769584,0.04944700460829493,0.010276497695852534,0.6160220994475138,12.458228851827633,1.0,0.009451621397778675,2.4755408944733617,0.9353350535287895,0.183993399339934,0.5960478769579217,0.41192530881042977
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE']",['LUNCH BAG PINK POLKADOT'],0.019585253456221197,0.04382488479262673,0.012027649769585253,0.6141176470588235,14.012989422898498,1.0,0.011169328293231964,2.477892829043498,0.947188567878223,0.23408071748878925,0.5964312950588689,0.4442827982928187
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.019308755760368664,0.061244239631336406,0.01184331797235023,0.6133651551312649,10.015066867079344,1.0,0.010660767907579265,2.428016441941173,0.917873435996414,0.17236753856472167,0.5881411745298929,0.40337181759573026
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.017050691244239632,0.04944700460829493,0.010414746543778802,0.6108108108108108,12.352837460013602,1.0,0.00957164093525027,2.442393113159242,0.9349891506831128,0.18570254724732949,0.5905655012650698,0.41071761416589003
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG CARS BLUE'],0.017050691244239632,0.04557603686635945,0.010368663594470046,0.6081081081081081,13.342715819965566,1.0,0.009591560661725668,2.4354266645479106,0.9410991300724071,0.1984126984126984,0.589394328904734,0.4178053179569863
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG APPLE DESIGN']",['LUNCH BAG RED RETROSPOT'],0.016682027649769584,0.061244239631336406,0.010138248847926268,0.6077348066298344,9.923134163933337,1.0,0.009116570749007201,2.3931660933341994,0.9144807811927504,0.14955812372535693,0.5821435032088462,0.3866364025624717
['GARDENERS KNEELING PAD KEEP CALM '],['GARDENERS KNEELING PAD CUP OF TEA '],0.03534562211981567,0.0295852534562212,0.021474654377880185,0.6075619295958279,20.5359717635973,1.0,0.02042894518889762,2.4727844205949445,0.9861614482666853,0.49416755037115584,0.595597581547605,0.6667093137075712
"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",['REGENCY CAKESTAND 3 TIER'],0.018294930875576036,0.08682027649769586,0.011105990783410138,0.6070528967254408,6.992063619396,1.0,0.009517619826286395,2.3239253219898384,0.8729512898559278,0.11813725490196077,0.5696935738263053,0.36748610865996034
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG CARS BLUE']",['LUNCH BAG RED RETROSPOT'],0.01815668202764977,0.061244239631336406,0.011013824884792627,0.6065989847715736,9.904588389422985,1.0,0.009901832699781265,2.386256577969377,0.9156620780207276,0.1610512129380054,0.58093358055781,0.39321672338653924
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.02142857142857143,0.04382488479262673,0.012995391705069125,0.6064516129032258,13.83806519453207,1.0,0.01205628703094141,2.429625292740047,0.9480509395868925,0.24867724867724866,0.5884138994650344,0.4514907906787422
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG RED RETROSPOT'],0.0176036866359447,0.061244239631336406,0.01064516129032258,0.6047120418848168,9.87377826102372,1.0,0.00956703688759583,2.374865565965758,0.914825956480896,0.1560810810810811,0.5789235338913418,0.38926347015234064
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.01990783410138249,0.04944700460829493,0.012027649769585253,0.6041666666666666,12.218468468468467,1.0,0.011043267005033022,2.4013970409895706,0.9368064698138048,0.2098070739549839,0.5835757340702314,0.4237049549549549
"['ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER']",['REGENCY CAKESTAND 3 TIER'],0.02078341013824885,0.08682027649769586,0.01248847926267281,0.6008869179600886,6.921043587969173,1.0,0.010684057847905031,2.288022529441884,0.8736709815213358,0.13129844961240308,0.5629413665590394,0.3723649027167747
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE']",['LUNCH BAG RED RETROSPOT'],0.018202764976958524,0.061244239631336406,0.010921658986175115,0.6,9.796839729119638,1.0,0.00980684448597337,2.346889400921659,0.914574043651725,0.1593813046402152,0.5739040793284571,0.3891647855530474
['ALARM CLOCK BAKELIKE ORANGE'],['ALARM CLOCK BAKELIKE GREEN'],0.017327188940092168,0.03728110599078341,0.01032258064516129,0.5957446808510638,15.979801698971675,1.0,0.009676603877763383,2.3814625272859566,0.953950277353485,0.23309053069719043,0.5800899705360244,0.4363148620571759
['SPACEBOY LUNCH BOX '],['DOLLY GIRL LUNCH BOX'],0.0328110599078341,0.02880184331797235,0.019539170506912444,0.5955056179775281,20.675955056179774,1.0,0.018594151500350403,2.4010176651305684,0.9839180340248337,0.4644030668127054,0.5835099364228878,0.636952808988764
['STRAWBERRY CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.023225806451612905,0.0347926267281106,0.013824884792626729,0.5952380952380952,17.108167770419424,1.0,0.013016797978296418,2.384629981024668,0.9639365918097753,0.31282586027111575,0.5806477281769714,0.49629454430778935
['FELTCRAFT PRINCESS CHARLOTTE DOLL'],['FELTCRAFT PRINCESS LOLA DOLL'],0.01847926267281106,0.017511520737327188,0.01096774193548387,0.5935162094763092,33.89289933062082,1.0,0.010644141943978423,2.4170422097198268,0.9887669796309527,0.43830570902394106,0.5862711888196956,0.6099159994749968
['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],['JUMBO BAG RED RETROSPOT'],0.021152073732718893,0.07571428571428572,0.012534562211981567,0.5925925925925927,7.82669461914745,1.0,0.01093304805793285,2.268701298701299,0.8910803399086671,0.14863387978142076,0.5592191882763754,0.3790717071301369
